"year","epa_id","Project","analyte_group","analyte_name_deq","poc","wildfire_impact","site_name","start_date","end_date","parameter_epa","cas_num","n_submitted","n_void","n_obs","n_below_mdl","min_val","mean_val","max_val","sd_val","q10","q50","q90","q95","unts","min_val_ug_m3","mean_val_ug_m3","max_val_ug_m3","mol_wght_g_mol","pah_tox_eq_factor","oregon_abc","hr24_rbc_cao","mean_pm25","mdl_min","mdl_mean","mdl_max","quarter_mean_val","quarter_mean_val_ug_m3","nobs_q1","nobs_q2","nobs_q3","nobs_q4","km_mean_ug_m3","conc_benchmark_mean","conc_benchmark_qmean","conc_benchmark_km_mean"
"2019","410292129","Medford Welch and Jackson","Carbonyls","Butyraldehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"Butyraldehyde","123-72-8",41,0,41,15,0.01005,0.107685365853659,0.358,0.0974728668937556,0.0102,0.096,0.236,0.267,"Micrograms/cubic meter (25 C)",0.01005,0.107685365853659,0.358,NA,NA,NA,NA,7.43279132791328,0.0193,0.0208268292682927,0.0234,0.102303348214286,0.102303348214286,5,8,14,14,0.119680487804878,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Butyraldehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Butyraldehyde","123-72-8",1,0,1,0,0.683,0.683,0.683,NA,0.683,0.683,0.683,0.683,"Micrograms/cubic meter (25 C)",0.683,0.683,0.683,NA,NA,NA,NA,101.904166666667,0.0208,0.0208,0.0208,0.683,0.683,NA,NA,1,NA,0.683,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Crotonaldehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"Crotonaldehyde","123-73-9",41,0,41,29,0.0193,0.0323853658536585,0.123,0.0218440931486708,0.0197,0.02075,0.0552,0.0669,"Micrograms/cubic meter (25 C)",0.0193,0.0323853658536585,0.123,NA,NA,NA,NA,7.43279132791328,0.0386,0.0416487804878049,0.0469,0.0297511607142857,0.0297511607142857,5,8,14,14,0.0473609756097561,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Crotonaldehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Crotonaldehyde","123-73-9",1,0,1,0,0.283,0.283,0.283,NA,0.283,0.283,0.283,0.283,"Micrograms/cubic meter (25 C)",0.283,0.283,0.283,NA,NA,NA,NA,101.904166666667,0.0416,0.0416,0.0416,0.283,0.283,NA,NA,1,NA,0.283,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Formaldehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"Formaldehyde","50-00-0",41,0,41,0,1.27,3.14146341463415,6.1,1.15786346555976,1.7,3.07,4.39,4.95,"Micrograms/cubic meter (25 C)",1.27,3.14146341463415,6.1,NA,NA,0.2,"49",7.43279132791328,0.0773,0.0832926829268293,0.0937,2.88457142857143,2.88457142857143,5,8,14,14,3.14146341463415,15.7073170731707,14.4228571428571,15.7073170731707
"2019","410292129","Medford Welch and Jackson","Carbonyls","Formaldehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Formaldehyde","50-00-0",1,0,1,0,16.2,16.2,16.2,NA,16.2,16.2,16.2,16.2,"Micrograms/cubic meter (25 C)",16.2,16.2,16.2,NA,NA,0.2,"49",101.904166666667,0.0832,0.0832,0.0832,16.2,16.2,NA,NA,1,NA,16.2,81,81,81
"2019","410292129","Medford Welch and Jackson","Carbonyls","Hexaldehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"Hexaldehyde","66-25-1",41,0,41,0,0.0779,0.227917073170732,0.591,0.12134100070141,0.0962,0.217,0.402,0.453,"Micrograms/cubic meter (25 C)",0.0779,0.227917073170732,0.591,NA,NA,NA,NA,7.43279132791328,0.0193,0.0208268292682927,0.0234,0.2179825,0.2179825,5,8,14,14,0.227917073170732,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Hexaldehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Hexaldehyde","66-25-1",1,0,1,0,0.414,0.414,0.414,NA,0.414,0.414,0.414,0.414,"Micrograms/cubic meter (25 C)",0.414,0.414,0.414,NA,NA,NA,NA,101.904166666667,0.0208,0.0208,0.0208,0.414,0.414,NA,NA,1,NA,0.414,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Isovaleraldehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"Isovaleraldehyde","590-86-3",41,0,41,0,0.0758,0.229265853658537,0.411,0.0873778221568726,0.113,0.218,0.332,0.369,"Micrograms/cubic meter (25 C)",0.0758,0.229265853658537,0.411,NA,NA,NA,NA,7.43279132791328,0.0386,0.0416487804878049,0.0469,0.211706785714286,0.211706785714286,5,8,14,14,0.229265853658537,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Isovaleraldehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Isovaleraldehyde","590-86-3",1,0,1,0,0.58,0.58,0.58,NA,0.58,0.58,0.58,0.58,"Micrograms/cubic meter (25 C)",0.58,0.58,0.58,NA,NA,NA,NA,101.904166666667,0.0416,0.0416,0.0416,0.58,0.58,NA,NA,1,NA,0.58,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","m-Tolualdehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"m-Tolualdehyde","620-23-5",41,0,41,13,0.00995,0.0384573170731707,0.148,0.0301533156571869,0.0101,0.0343,0.0744,0.0956,"Micrograms/cubic meter (25 C)",0.00995,0.0384573170731707,0.148,NA,NA,NA,NA,7.43279132791328,0.0193,0.0208268292682927,0.0234,0.0355245982142857,0.0355245982142857,5,8,14,14,0.043219512195122,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","m-Tolualdehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"m-Tolualdehyde","620-23-5",1,0,1,0,0.232,0.232,0.232,NA,0.232,0.232,0.232,0.232,"Micrograms/cubic meter (25 C)",0.232,0.232,0.232,NA,NA,NA,NA,101.904166666667,0.0208,0.0208,0.0208,0.232,0.232,NA,NA,1,NA,0.232,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","o-Tolualdehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"o-Tolualdehyde","529-20-4",41,0,41,33,0.0097,0.0139365853658537,0.0331,0.00756427478670497,0.01,0.0104,0.0297,0.0318,"Micrograms/cubic meter (25 C)",0.0097,0.0139365853658537,0.0331,NA,NA,NA,NA,7.43279132791328,0.0193,0.0208268292682927,0.0234,0.0137076785714286,0.0137076785714286,5,8,14,14,0.021680487804878,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","o-Tolualdehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"o-Tolualdehyde","529-20-4",1,0,1,0,0.0515,0.0515,0.0515,NA,0.0515,0.0515,0.0515,0.0515,"Micrograms/cubic meter (25 C)",0.0515,0.0515,0.0515,NA,NA,NA,NA,101.904166666667,0.0208,0.0208,0.0208,0.0515,0.0515,NA,NA,1,NA,0.0515,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","p-Tolualdehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"p-Tolualdehyde","104-87-0",41,0,41,40,0.00965,0.0115987804878049,0.0599,0.00774668064241774,0.00985,0.01035,0.0113,0.0114,"Micrograms/cubic meter (25 C)",0.00965,0.0115987804878049,0.0599,NA,NA,NA,NA,7.43279132791328,0.0193,0.0208268292682927,0.0234,0.0111458928571429,0.0111458928571429,5,8,14,14,0.0599,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","p-Tolualdehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"p-Tolualdehyde","104-87-0",1,0,1,0,0.24,0.24,0.24,NA,0.24,0.24,0.24,0.24,"Micrograms/cubic meter (25 C)",0.24,0.24,0.24,NA,NA,NA,NA,101.904166666667,0.0208,0.0208,0.0208,0.24,0.24,NA,NA,1,NA,0.24,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Propionaldehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"Propionaldehyde","123-38-6",41,0,41,0,0.0488,0.27669756097561,0.786,0.152335142839407,0.105,0.257,0.463,0.522,"Micrograms/cubic meter (25 C)",0.0488,0.27669756097561,0.786,NA,NA,NA,NA,7.43279132791328,0.0193,0.0208268292682927,0.0234,0.253331428571429,0.253331428571429,5,8,14,14,0.27669756097561,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Propionaldehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Propionaldehyde","123-38-6",1,0,1,0,1.32,1.32,1.32,NA,1.32,1.32,1.32,1.32,"Micrograms/cubic meter (25 C)",1.32,1.32,1.32,NA,NA,NA,NA,101.904166666667,0.0208,0.0208,0.0208,1.32,1.32,NA,NA,1,NA,1.32,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Valeraldehyde","7","none","Medford - Welch & Jackson",2019-02-20,2019-12-29,"Valeraldehyde","110-62-3",41,0,41,0,0.0401,0.201653658536585,0.896,0.173160996037735,0.0663,0.164,0.366,0.512,"Micrograms/cubic meter (25 C)",0.0401,0.201653658536585,0.896,NA,NA,NA,NA,7.43279132791328,0.0193,0.0208268292682927,0.0234,0.172384732142857,0.172384732142857,5,8,14,14,0.201653658536585,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Carbonyls","Valeraldehyde","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Valeraldehyde","110-62-3",1,0,1,0,0.314,0.314,0.314,NA,0.314,0.314,0.314,0.314,"Micrograms/cubic meter (25 C)",0.314,0.314,0.314,NA,NA,NA,NA,101.904166666667,0.0208,0.0208,0.0208,0.314,0.314,NA,NA,1,NA,0.314,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Metals","Antimony, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Antimony, Total","7440-36-0",58,0,58,29,0.187,0.479844827586207,1.54,0.320825924365078,0.2215,0.33725,0.9074,1.079,"Nanograms/cubic meter (LC)",0.000187,0.000479844827586207,0.00154,NA,NA,NA,"1",7.29717432950192,0.374,0.441810344827586,0.443,0.478814102564103,0.000478814102564103,13,15,15,15,0.000596189655172414,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Metals","Antimony, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Antimony, Total","7440-36-0",1,0,1,0,1.26,1.26,1.26,NA,1.26,1.26,1.26,1.26,"Nanograms/cubic meter (LC)",0.00126,0.00126,0.00126,NA,NA,NA,"1",101.904166666667,0.443,0.443,0.443,1.26,0.00126,NA,NA,1,NA,0.00126,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Metals","Arsenic, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Arsenic, Total","7440-38-2",58,0,58,0,0.063,0.371534482758621,1.46,0.311919086196947,0.098,0.269,0.7661,1.081,"Nanograms/cubic meter (LC)",6.3e-05,0.000371534482758621,0.00146,NA,NA,2e-04,"0.2",7.29717432950192,0.037,0.0438793103448276,0.044,0.374916666666667,0.000374916666666667,13,15,15,15,0.000371534482758621,1.8576724137931,1.87458333333333,1.8576724137931
"2019","410292129","Medford Welch and Jackson","Metals","Arsenic, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Arsenic, Total","7440-38-2",1,0,1,0,0.446,0.446,0.446,NA,0.446,0.446,0.446,0.446,"Nanograms/cubic meter (LC)",0.000446,0.000446,0.000446,NA,NA,2e-04,"0.2",101.904166666667,0.044,0.044,0.044,0.446,0.000446,NA,NA,1,NA,0.000446,2.23,2.23,2.23
"2019","410292129","Medford Welch and Jackson","Metals","Beryllium, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Beryllium, Total","7440-41-7",58,0,58,58,0.0035,0.00448275862068965,0.0045,0.000131306432859722,0.0045,0.0045,0.0045,0.0045,"Nanograms/cubic meter (LC)",3.5e-06,4.48275862068965e-06,4.5e-06,NA,NA,4e-04,"0.02",7.29717432950192,0.007,0.00896551724137931,0.009,0.00448333333333333,4.48333333333333e-06,13,15,15,15,0,0.0112068965517241,0.0112083333333333,0
"2019","410292129","Medford Welch and Jackson","Metals","Beryllium, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Beryllium, Total","7440-41-7",1,0,1,1,0.0045,0.0045,0.0045,NA,0.0045,0.0045,0.0045,0.0045,"Nanograms/cubic meter (LC)",4.5e-06,4.5e-06,4.5e-06,NA,NA,4e-04,"0.02",101.904166666667,0.009,0.009,0.009,0.0045,4.5e-06,NA,NA,1,NA,0,0.01125,0.01125,0
"2019","410292129","Medford Welch and Jackson","Metals","Cadmium, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Cadmium, Total","7440-43-9",58,0,58,49,0.0375,0.0651293103448276,0.388,0.0606720086580604,0.0445,0.0445,0.1191,0.1558,"Nanograms/cubic meter (LC)",3.75e-05,6.51293103448276e-05,0.000388,NA,NA,6e-04,"0.03",7.29717432950192,0.075,0.0887586206896552,0.089,0.0652596153846154,6.52596153846154e-05,13,15,15,15,0.000104534482758621,0.108548850574713,0.108766025641026,0.174224137931035
"2019","410292129","Medford Welch and Jackson","Metals","Cadmium, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Cadmium, Total","7440-43-9",1,0,1,0,0.377,0.377,0.377,NA,0.377,0.377,0.377,0.377,"Nanograms/cubic meter (LC)",0.000377,0.000377,0.000377,NA,NA,6e-04,"0.03",101.904166666667,0.089,0.089,0.089,0.377,0.000377,NA,NA,1,NA,0.000377,0.628333333333333,0.628333333333333,0.628333333333333
"2019","410292129","Medford Welch and Jackson","Metals","Chromium, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Chromium, Total","7440-47-3",58,0,58,58,1.87,2.20905172413793,2.215,0.0453007193366042,2.215,2.215,2.215,2.215,"Nanograms/cubic meter (LC)",0.00187,0.00220905172413793,0.002215,NA,NA,NA,NA,7.29717432950192,3.74,4.41810344827586,4.43,2.20925,0.00220925,13,15,15,15,0,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Metals","Chromium, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Chromium, Total","7440-47-3",1,0,1,1,2.215,2.215,2.215,NA,2.215,2.215,2.215,2.215,"Nanograms/cubic meter (LC)",0.002215,0.002215,0.002215,NA,NA,NA,NA,101.904166666667,4.43,4.43,4.43,2.215,0.002215,NA,NA,1,NA,0,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Metals","Cobalt, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Cobalt, Total","7440-48-4",58,0,58,29,0.0375,0.105215517241379,0.289,0.0730765707568946,0.0445,0.06925,0.2222,0.24115,"Nanograms/cubic meter (LC)",3.75e-05,0.000105215517241379,0.000289,NA,NA,0.1,NA,7.29717432950192,0.075,0.0887586206896552,0.089,0.104839102564103,0.000104839102564103,13,15,15,15,0.000130086206896552,0.00105215517241379,0.00104839102564103,0.00130086206896552
"2019","410292129","Medford Welch and Jackson","Metals","Cobalt, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Cobalt, Total","7440-48-4",1,0,1,0,0.348,0.348,0.348,NA,0.348,0.348,0.348,0.348,"Nanograms/cubic meter (LC)",0.000348,0.000348,0.000348,NA,NA,0.1,NA,101.904166666667,0.089,0.089,0.089,0.348,0.000348,NA,NA,1,NA,0.000348,0.00348,0.00348,0.00348
"2019","410292129","Medford Welch and Jackson","Metals","Hexavalent Chromium [Cr(VI)]","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Hexavalent Chromium [Cr(VI)]","18540-29-9",50,0,50,47,1e-05,0.0102502,0.029,0.00406307438137323,0.0095,0.0095,0.0095,0.0166,"Nanograms/cubic meter (LC)",1e-08,1.02502e-05,2.9e-05,NA,NA,8e-05,"0.3",6.83438888888889,2e-05,0.0186404,0.02,0.0103089204545455,1.03089204545455e-05,12,14,13,11,2.218e-05,0.1281275,0.128861505681818,0.27725
"2019","410292129","Medford Welch and Jackson","Metals","Lead, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Lead, Total","7439-92-1",58,0,58,5,0.2215,1.53340517241379,7.64,1.23529542406245,0.5263,1.165,2.724,3.974,"Nanograms/cubic meter (LC)",0.0002215,0.00153340517241379,0.00764,NA,NA,0.15,"0.15",7.29717432950192,0.374,0.441810344827586,0.443,1.53606346153846,0.00153606346153846,13,15,15,15,0.0015573275862069,0.0102227011494253,0.0102404230769231,0.010382183908046
"2019","410292129","Medford Welch and Jackson","Metals","Lead, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Lead, Total","7439-92-1",1,0,1,0,6.24,6.24,6.24,NA,6.24,6.24,6.24,6.24,"Nanograms/cubic meter (LC)",0.00624,0.00624,0.00624,NA,NA,0.15,"0.15",101.904166666667,0.443,0.443,0.443,6.24,0.00624,NA,NA,1,NA,0.00624,0.0416,0.0416,0.0416
"2019","410292129","Medford Welch and Jackson","Metals","Manganese, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Manganese, Total","7439-96-5",58,0,58,0,1.1,5.48793103448276,13.6,3.5201957474583,1.626,4.575,10.99,12.42,"Nanograms/cubic meter (LC)",0.0011,0.00548793103448276,0.0136,NA,NA,0.09,"0.3",7.29717432950192,0.748,0.882637931034483,0.885,5.47784615384615,0.00547784615384615,13,15,15,15,0.00548793103448276,0.0609770114942529,0.0608649572649573,0.0609770114942529
"2019","410292129","Medford Welch and Jackson","Metals","Manganese, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Manganese, Total","7439-96-5",1,0,1,0,66.4,66.4,66.4,NA,66.4,66.4,66.4,66.4,"Nanograms/cubic meter (LC)",0.0664,0.0664,0.0664,NA,NA,0.09,"0.3",101.904166666667,0.885,0.885,0.885,66.4,0.0664,NA,NA,1,NA,0.0664,0.737777777777778,0.737777777777778,0.737777777777778
"2019","410292129","Medford Welch and Jackson","Metals","Nickel, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Nickel, Total","7440-02-0",58,0,58,57,0.374,0.450344827586207,0.966,0.069481172945118,0.4425,0.4425,0.4425,0.4425,"Nanograms/cubic meter (LC)",0.000374,0.000450344827586207,0.000966,NA,NA,0.004,"0.2",7.29717432950192,0.748,0.882637931034483,0.885,0.451425641025641,0.000451425641025641,13,15,15,15,0.000966,0.112586206896552,0.11285641025641,0.2415
"2019","410292129","Medford Welch and Jackson","Metals","Nickel, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Nickel, Total","7440-02-0",1,0,1,0,1.2,1.2,1.2,NA,1.2,1.2,1.2,1.2,"Nanograms/cubic meter (LC)",0.0012,0.0012,0.0012,NA,NA,0.004,"0.2",101.904166666667,0.885,0.885,0.885,1.2,0.0012,NA,NA,1,NA,0.0012,0.3,0.3,0.3
"2019","410292129","Medford Welch and Jackson","Metals","Selenium, Total","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Selenium, Total","7782-49-2",58,0,58,50,0.0375,0.0536206896551724,0.146,0.0243692915663516,0.0445,0.0445,0.0939,0.1196,"Nanograms/cubic meter (LC)",3.75e-05,5.36206896551724e-05,0.000146,NA,NA,NA,"2",7.29717432950192,0.075,0.0887586206896552,0.089,0.0534487179487179,5.34487179487179e-05,13,15,15,15,9.21034482758621e-05,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","Metals","Selenium, Total","7","wildfire","Medford - Welch & Jackson",2019-07-26,2019-07-26,"Selenium, Total","7782-49-2",1,0,1,0,0.136,0.136,0.136,NA,0.136,0.136,0.136,0.136,"Nanograms/cubic meter (LC)",0.000136,0.000136,0.000136,NA,NA,NA,"2",101.904166666667,0.089,0.089,0.089,0.136,0.000136,NA,NA,1,NA,0.000136,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","PAHs","Acenaphthene","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Acenaphthene","83-32-9",46,0,46,0,0.02,1.54695652173913,3.62,0.783342892325271,0.63,1.6,2.42,2.7975,"Nanograms/cubic meter (25 C)",2e-05,0.00154695652173913,0.00362,NA,NA,0.002,NA,7.80694444444445,0.005,0.447717391304348,0.48,1.49492467948718,0.00149492467948718,8,10,15,13,0.00154695652173913,0.773478260869565,0.74746233974359,0.773478260869565
"2019","410292129","Medford Welch and Jackson","PAHs","Acenaphthylene","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Acenaphthylene","208-96-8",46,0,46,26,0.0025,2.44222826086957,19.7,4.32403496710412,0.23,0.24,7.67,12.55,"Nanograms/cubic meter (25 C)",2.5e-06,0.00244222826086957,0.0197,NA,NA,NA,NA,7.80694444444445,0.005,0.447717391304348,0.48,2.64251602564103,0.00264251602564103,8,10,15,13,0.00259739130434783,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","PAHs","Anthracene","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Anthracene","120-12-7",46,0,46,33,0.0025,0.526467391304348,3.07,0.633773657478002,0.225,0.235,1.245,1.7975,"Nanograms/cubic meter (25 C)",2.5e-06,0.000526467391304348,0.00307,NA,"0",NA,NA,7.80694444444445,0.005,0.447717391304348,0.48,0.558692307692308,0.000558692307692308,8,10,15,13,0.00070891304347826,NA,NA,NA
"2019","410292129","Medford Welch and Jackson","PAHs","Benzo(a)anthracene","7","none","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Benzo(a)anthracene","56-55-3",46,0,46,38,0.0025,0.399076086956522,2.91,0.510132705690842,0.2225,0.235,0.775,1.2225,"Nanograms/cubic meter (25 C)",2.5e-06,0.000399076086956522,0.00291,NA,"0.2",NA,NA,7.80694444444445,0.005,0.447717391304348,0.48,0.433680288461538,0.000433680288461538,8,10,15,13,0.000617826086956522,NA,NA,NA
