"year","epa_id","Project","analyte_group","analyte_name_deq","poc","wildfire_impact","site_name","start_date","end_date","parameter_epa","cas_num","n_submitted","n_void","n_obs","n_below_mdl","min_val","mean_val","max_val","sd_val","q10","q50","q90","q95","unts","min_val_ug_m3","mean_val_ug_m3","max_val_ug_m3","mol_wght_g_mol","pah_tox_eq_factor","oregon_abc","hr24_rbc_cao","mean_pm25","mdl_min","mdl_mean","mdl_max","quarter_mean_val","quarter_mean_val_ug_m3","nobs_q1","nobs_q2","nobs_q3","nobs_q4","km_mean_ug_m3","conc_benchmark_mean","conc_benchmark_qmean","conc_benchmark_km_mean"
"2019","410512010","Portland Humboldt School","VOCs","Acetonitrile","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Acetonitrile","75-05-8",59,0,59,4,0.025,0.219923728813559,1.44,0.248866150383185,0.05628,0.169,0.3648,0.552799999999997,"Parts per billion",0.0419504193637582,0.36903570607081,2.41634415535247,41.05199814,NA,NA,NA,6.69737908699531,0.04,0.0498305084745763,0.1,0.222053571428571,0.372609617705952,15,15,15,14,0.369917375901506,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Acrolein","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Acrolein","107-02-8",58,0,58,5,0.0175,0.0898620689655172,0.268,0.0503116910398906,0.04302,0.08305,0.1485,0.1614,"Parts per billion",0.0401029552571405,0.205927687487898,0.614148114795065,56.06299973,NA,0.35,"6.9",6.70229079539178,0.035,0.0367241379310345,0.039,0.0913502564102564,0.209338014031361,15,15,15,13,0.209779941810628,0.588364821393993,0.598108611518175,0.59937126231608
"2019","410512010","Portland Humboldt School","VOCs","Acrylonitrile","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Acrylonitrile","107-13-1",59,0,59,57,0.02,0.0235254237288136,0.0426,0.00419077777409409,0.02,0.025,0.025,0.025,"Parts per billion",0.0433794249679363,0.0510259676741488,0.0923981751817043,53.06299973,NA,0.01,"220",6.69737908699531,0.04,0.0455932203389831,0.05,0.0234909523809524,0.0509512003117444,15,15,15,14,0.0877073153292393,5.10259676741488,5.09512003117444,8.77073153292393
"2019","410512010","Portland Humboldt School","VOCs","Benzene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Benzene","71-43-2",59,0,59,2,0.02,0.166959322033898,0.852,0.145625993699311,0.0594,0.124,0.3576,0.4241,"Parts per billion",0.0638555477064612,0.5330639476587,2.72024633229525,78.11000061,NA,0.13,"29",6.69737908699531,0.01,0.0342372881355932,0.04,0.169577857142857,0.541424347337259,15,15,15,14,0.535499116850896,4.10049190506693,4.16480267182507,4.11922397577612
"2019","410512010","Portland Humboldt School","VOCs","Benzyl chloride","7","none","Portland Humboldt School",2019-03-10,2019-12-29,"Benzyl chloride","100-44-7",40,0,40,40,0.015,0.024375,0.05,0.00856255263880507,0.015,0.025,0.025,0.05,"Parts per billion",0.0776162477733406,0.126126402631678,0.258720825911135,126.5899963,NA,NA,"240",6.47196748665141,0.03,0.04875,0.1,0.0243269230769231,0.125877632606764,3,15,13,9,0,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Bromodichloromethane","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Bromodichloromethane","75-27-4",59,0,59,59,0.005,0.0161864406779661,0.025,0.0100146006794066,0.005,0.025,0.025,0.025,"Parts per billion",0.0334830828766829,0.10839438693977,0.167415414383414,163.8300018,NA,NA,NA,6.69737908699531,0.01,0.0323728813559322,0.05,0.016,0.107145865205385,15,15,15,14,0,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Bromoform","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Bromoform","75-25-2",59,0,59,58,0.015,0.0236779661016949,0.051,0.00780017833121981,0.015,0.025,0.025,0.0419,"Parts per billion",0.154968853764883,0.244623151084228,0.526894102800604,252.75,NA,NA,NA,6.69737908699531,0.03,0.0466440677966102,0.102,0.02375,0.245367351794399,15,15,15,14,0.423581533624015,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Bromomethane","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Bromomethane","74-83-9",59,0,59,49,0.005,0.0175542372881356,0.025,0.00892548312290188,0.005,0.025,0.025,0.025,"Parts per billion",0.0194033478020984,0.0681221943004521,0.0970167390104922,94.93900299,NA,NA,"3900",6.69737908699531,0.01,0.0323728813559322,0.05,0.0173511904761905,0.0673342367179964,15,15,15,14,0.0438664916848979,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Carbon disulfide","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Carbon disulfide","75-15-0",59,0,59,36,0.025,0.15185593220339,0.461,0.13363197566862,0.025,0.15,0.3916,0.4329,"Parts per billion",0.0778093839893829,0.47263266159517,1.43480504076422,76.14299774,NA,NA,"6200",6.69737908699531,0.05,0.160169491525424,0.3,0.152015476190476,0.473129222369346,15,15,15,14,0.416771873683586,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Carbon tetrachloride","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Carbon tetrachloride","56-23-5",59,0,59,0,0.0366,0.0871084745762712,0.133,0.0271929078490723,0.05098,0.0888,0.118,0.123,"Parts per billion",0.230120818715823,0.547690532420164,0.836231390415423,153.8200073,NA,0.2,"1900",6.69737908699531,0.01,0.0183898305084746,0.025,0.0875211904761905,0.550285464682089,15,15,15,14,0.547690532420164,2.73845266210082,2.75142732341044,2.73845266210082
"2019","410512010","Portland Humboldt School","VOCs","Chlorobenzene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Chlorobenzene","108-90-7",59,0,59,59,0.005,0.0161864406779661,0.025,0.0100146006794066,0.005,0.025,0.025,0.025,"Parts per billion",0.0230046736667986,0.0744727571247209,0.115023368333993,112.5599976,NA,NA,NA,6.69737908699531,0.01,0.0323728813559322,0.05,0.016,0.0736149557337555,15,15,15,14,0,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Chloroethane","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Chloroethane","75-00-3",59,0,59,56,0.005,0.0166084745762712,0.025,0.00970961642297156,0.005,0.025,0.025,0.025,"Parts per billion",0.0131851772139658,0.0437971361083562,0.065925886069829,64.51399994,NA,NA,"40000",6.69737908699531,0.01,0.0323728813559322,0.05,0.016415,0.0432869367934497,15,15,15,14,0.0294739422952189,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Chloroform","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Chloroform","67-66-3",59,0,59,33,0.0175,0.0274220338983051,0.0574,0.00721774794843287,0.02258,0.025,0.0393,0.04253,"Parts per billion",0.0853948364050453,0.133811434207964,0.280095063408549,119.3799973,NA,300,"490",6.69737908699531,0.005,0.0309322033898305,0.05,0.0275384523809524,0.134379522052546,15,15,15,14,0.124879092966565,0.000446038114026546,0.000447931740175154,0.000416263643221882
"2019","410512010","Portland Humboldt School","VOCs","Chloromethane","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Chloromethane","74-87-3",59,0,59,0,0.222,0.476932203389831,0.777,0.157941484625639,0.2838,0.49,0.671,0.702,"Parts per billion",0.458136119377153,0.984233643545099,1.60347641782003,50.48699951,NA,NA,"1000",6.69737908699531,0.015,0.038728813559322,0.2,0.4792,0.988913641466359,15,15,15,14,0.984233643545099,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","cis-1,2-Dichloroethene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"cis-1,2-Dichloroethene","156-59-2",59,0,59,59,0.0025,0.0150847457627119,0.025,0.0112664257643325,0.0025,0.025,0.025,0.025,"Parts per billion",0.00990615302478853,0.0597727199461816,0.0990615302478853,96.94000244,NA,NA,NA,6.69737908699531,0.005,0.0301694915254237,0.05,0.014875,0.0589416104974918,15,15,15,14,0,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","cis-1,3-Dichloropropene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"cis-1,3-Dichloropropene","10061-01-5",57,0,57,50,0.005,0.0234491228070175,0.169,0.0230007152280642,0.005,0.025,0.03944,0.04448,"Parts per billion",0.0226797149861546,0.106363884387699,0.766574366532026,110.9700012,NA,NA,NA,6.67733098478462,0.01,0.0340350877192982,0.1,0.0240541666666667,0.109108328845892,15,15,15,12,0.112890433565342,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Cyclohexane","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Cyclohexane","110-82-7",59,0,59,26,0.0142,0.0567423728813559,0.302,0.0537765850962776,0.025,0.0347,0.1034,0.1631,"Parts per billion",0.0488490461089477,0.195197942902286,1.03890224823255,84.16000366,NA,NA,NA,6.69737908699531,0.01,0.0338983050847458,0.1,0.0576732142857143,0.198400105908034,15,15,15,14,0.181554260890477,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Dibromochloromethane","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Dibromochloromethane","124-48-1",59,0,59,59,0.015,0.0205932203389831,0.025,0.00500730033970332,0.015,0.025,0.025,0.025,"Parts per billion",0.127702918600148,0.17532095604427,0.212838197666913,208.2799988,NA,NA,NA,6.69737908699531,0.03,0.0411864406779661,0.05,0.0205,0.174527322086868,15,15,15,14,0,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Dichlorodifluoromethane (Freon 12)","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Dichlorodifluoromethane (Freon 12)","75-71-8",59,0,59,0,0.299,0.438559322033898,0.692,0.10158116700052,0.3252,0.415,0.573,0.6391,"Parts per billion",1.47773112296655,2.16746742286489,3.42003323442427,120.9100037,NA,NA,NA,6.69737908699531,0.005,0.0309322033898305,0.05,0.440188095238095,2.17551721837023,15,15,15,14,2.16746742286489,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Dichlorotetrafluoroethane (Freon 114)","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Dichlorotetrafluoroethane (Freon 114)","76-14-2",59,0,59,33,0.0161,0.0237186440677966,0.0262,0.0020243751335839,0.02118,0.025,0.025,0.025,"Parts per billion",0.112481410333123,0.165708480492865,0.183044282653903,170.9199982,NA,NA,NA,6.69737908699531,0.01,0.0323728813559322,0.05,0.0236965476190476,0.165554105355062,15,15,15,14,0.153187685540661,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Ethylbenzene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Ethylbenzene","100-41-4",57,0,57,20,0.0205,0.061159649122807,0.244,0.0483539622384805,0.025,0.0522,0.1134,0.1586,"Parts per billion",0.0889646897377149,0.26541703456966,1.05889679492695,106.1699982,NA,0.4,"22000",6.67689238829339,0.01,0.0407017543859649,0.1,0.0626872435897436,0.272046398852395,15,15,14,13,0.25738668088941,0.66354258642415,0.680115997130987,0.643466702223525
"2019","410512010","Portland Humboldt School","VOCs","Hexachloro-1,3-butadiene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Hexachloro-1,3-butadiene","87-68-3",59,0,59,59,0.02,0.0927118644067797,0.15,0.0650949044161432,0.02,0.15,0.15,0.15,"Parts per billion",0.213173385170726,0.988185099054129,1.59880038878045,260.7600098,NA,NA,NA,6.69737908699531,0.04,0.185423728813559,0.3,0.0915,0.975268237156072,15,15,15,14,0,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Isopropanol","7","none","Portland Humboldt School",2019-01-27,2019-12-29,"Isopropanol","67-63-0",54,0,54,8,0.1,10.8047037037037,32.9,9.46278897343881,0.1,10.65,22.94,26.81,"Parts per billion",0.245661137465668,26.5429580183137,80.8225142262049,60.09999847,NA,NA,"3200",6.76673517529734,0.15,0.973148148148148,2,10.2469861471861,25.1728627251269,11,15,14,14,26.580080145753,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Methyl tert-butyl ether (MTBE)","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Methyl tert-butyl ether (MTBE)","1634-04-4",58,0,58,55,0.005,0.0217706896551724,0.0408,0.00582493155206196,0.015,0.025,0.025,0.025,"Parts per billion",0.0180158321087726,0.0784434179439557,0.147009190007584,88.15000153,NA,NA,"8000",6.70494884136879,0.01,0.041551724137931,0.05,0.0216553571428571,0.0780278557082447,15,15,14,14,0.0577105272685592,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Methylene chloride","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Methylene chloride","75-09-2",59,0,59,1,0.0634,0.145025423728814,0.704,0.093542362878188,0.07988,0.12,0.2202,0.2789,"Parts per billion",0.220101297317464,0.503474509569823,2.44402702384061,84.93199921,NA,100,"2100",6.69737908699531,0.03,0.043728813559322,0.2,0.145644047619048,0.505622142389888,15,15,15,14,0.50222752929494,0.00503474509569823,0.00505622142389888,0.0050222752929494
"2019","410512010","Portland Humboldt School","VOCs","Methylmethacrylate","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Methylmethacrylate","80-62-6",59,0,59,59,0.02,0.0232203389830508,0.05,0.00433139221311104,0.02,0.025,0.025,0.025,"Parts per billion",0.0818488997420695,0.0950279598700298,0.204622249355174,100.1200027,NA,NA,NA,6.69737908699531,0.04,0.0464406779661017,0.1,0.0231666666666667,0.0948083088678971,15,15,15,14,0,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","n-Heptane","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"n-Heptane","142-82-5",58,0,58,23,0.0188,0.0603758620689655,0.233,0.0478402103144208,0.025,0.0521,0.1117,0.16015,"Parts per billion",0.0770071241650041,0.247306995048616,0.954396804810955,100.2099991,NA,NA,NA,6.66967585286304,0.01,0.0394827586206897,0.05,0.0619846153846154,0.253896647512931,15,15,15,13,0.237236180754844,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","n-Hexane","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"n-Hexane","110-54-3",59,0,59,11,0.025,0.0963559322033898,0.363,0.0710857890429402,0.025,0.0735,0.1856,0.2435,"Parts per billion",0.0880660459314078,0.339427438047494,1.27871898692404,86.18000031,NA,700,NA,6.69737908699531,0.01,0.038135593220339,0.1,0.0971069047619048,0.34207284540075,15,15,15,14,0.348860410696135,0.000484896340067849,0.000488675493429643,0.000498372015280192
"2019","410512010","Portland Humboldt School","VOCs","Styrene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Styrene","100-42-5",59,0,59,47,0.025,0.040528813559322,0.17,0.0251147782490534,0.025,0.025,0.05666,0.0755099999999999,"Parts per billion",0.106429319828987,0.172538162423779,0.723719374837112,104.1500015,NA,1000,"21000",6.69737908699531,0.05,0.0610169491525424,0.1,0.0405739285714286,0.172730224825882,15,15,15,14,0.236244227831923,0.000172538162423779,0.000172730224825882,0.000236244227831923
"2019","410512010","Portland Humboldt School","VOCs","Tetrachloroethylene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Tetrachloroethylene","127-18-4",59,0,59,40,0.005,0.0169542372881356,0.0541,0.0119048863053254,0.005,0.0125,0.03376,0.04316,"Parts per billion",0.0338918368595774,0.114922048849611,0.366709674820627,165.8300018,NA,4,"41",6.69737908699531,0.01,0.0183898305084746,0.025,0.0171167857142857,0.116023861797783,15,15,15,14,0.120206877648054,0.0287305122124028,0.0290059654494458,0.0300517194120134
"2019","410512010","Portland Humboldt School","VOCs","Tetrahydrofuran","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Tetrahydrofuran","109-99-9",59,0,59,47,0.005,0.0382847457627119,0.0608,0.0191299261274357,0.005,0.05,0.05,0.05075,"Parts per billion",0.0147376249779317,0.112845245085262,0.17920951973165,72.11000061,NA,NA,NA,6.69737908699531,0.01,0.0605084745762712,0.1,0.0381255952380952,0.112376144935894,15,15,15,14,0.100797861141437,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Toluene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Toluene","108-88-3",59,0,59,0,0.0547,0.310969491525424,1.5,0.299661159365867,0.09188,0.218,0.589,0.9422,"Parts per billion",0.206014376788048,1.1711917001226,5.64938876018412,92.13999939,NA,5000,"7500",6.69737908699531,0.015,0.0461016949152542,0.1,0.314984285714286,1.18631245556594,15,15,15,14,1.1711917001226,0.00023423834002452,0.000237262491113188,0.00023423834002452
"2019","410512010","Portland Humboldt School","VOCs","trans-1,2-Dichloroethene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"trans-1,2-Dichloroethene","156-60-5",59,0,59,54,0.0025,0.0163983050847458,0.025,0.01062874261103,0.0025,0.025,0.025,0.025,"Parts per billion",0.00990645942166468,0.0649796575624446,0.0990645942166468,96.94300079,NA,NA,"790",6.69737908699531,0.005,0.0301694915254237,0.05,0.0162446428571429,0.0643707581134883,15,15,15,14,0.0601245883361033,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","trans-1,3-Dichloropropene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"trans-1,3-Dichloropropene","10061-02-6",56,0,56,51,0.005,0.0209482142857143,0.0883,0.0145201426373088,0.005,0.025,0.025,0.042,"Parts per billion",0.0226797149861546,0.0950199058937785,0.400523766655491,110.9700012,NA,NA,NA,6.65564641903672,0.01,0.0335714285714286,0.05,0.0212977272727273,0.0966052768796613,15,15,15,11,0.169619968401809,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Trichloroethylene","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Trichloroethylene","79-01-6",58,0,58,50,0.005,0.0230310344827586,0.301,0.0386223242729435,0.005,0.0175,0.03383,0.044735,"Parts per billion",0.026853092783629,0.123690901173695,1.61655618557447,131.3899994,NA,0.2,"2.1",6.66967585286304,0.01,0.0333620689655172,0.3,0.0238112820512821,0.127881313244048,15,15,15,13,0.199388843762029,0.618454505868477,0.639406566220238,0.996944218810145
"2019","410512010","Portland Humboldt School","VOCs","Trichlorofluoromethane (Freon 11)","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Trichlorofluoromethane (Freon 11)","75-69-4",59,0,59,0,0.144,0.245525423728814,0.396,0.0664681297579844,0.167,0.264,0.3242,0.3371,"Parts per billion",0.808567669833483,1.37863833159226,2.22356109204208,137.3699951,NA,NA,NA,6.69737908699531,0.005,0.0309322033898305,0.05,0.246721428571429,1.38535396248603,15,15,15,14,1.37863833159226,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","Trichlotrifluoroethane (freon 113)","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"Trichlotrifluoroethane (freon 113)","76-13-1",59,0,59,14,0.025,0.0665966101694915,0.122,0.0284942399872125,0.025,0.0794,0.09636,0.1012,"Parts per billion",0.191480808294172,0.510078909796245,0.934426344475561,187.3800049,NA,NA,NA,6.69737908699531,0.005,0.0327966101694915,0.1,0.0670948809523809,0.513895281486527,15,15,15,14,0.558059456742365,NA,NA,NA
"2019","410512010","Portland Humboldt School","VOCs","vinyl chloride","7","none","Portland Humboldt School",2019-01-03,2019-12-29,"vinyl chloride","75-01-4",59,0,59,59,0.005,0.0133898305084746,0.02,0.00751095050955498,0.005,0.02,0.02,0.02,"Parts per billion",0.0127731534362854,0.0342060719141203,0.0510926137451417,62.4980011,NA,0.1,"1300",6.69737908699531,0.01,0.0267796610169492,0.04,0.01325,0.0338488566061564,15,15,15,14,0,0.342060719141203,0.338488566061564,0
"2019","410512011","Portland Cully Helensview","Carbonyls","2-Butanone (MEK)","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"2-Butanone (MEK)","78-93-3",53,0,53,0,0.0554,0.239237735849057,0.821,0.152961691064255,0.09872,0.188,0.4498,0.502,"Micrograms/cubic meter (25 C)",0.0554,0.239237735849057,0.821,NA,NA,NA,"5000",7.10883286456502,0.0165,0.0195943396226415,0.0217,0.235083127289377,0.235083127289377,14,12,13,14,0.239237735849057,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","2,5-Dimethylbenzaldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"2,5-Dimethylbenzaldehyde","5779-94-2",54,0,54,46,0.00825,0.0119472222222222,0.0347,0.0055124594437961,0.009265,0.009975,0.02039,0.023425,"Micrograms/cubic meter (25 C)",0.00825,0.0119472222222222,0.0347,NA,NA,NA,NA,7.37880818188789,0.0165,0.019612962962963,0.0217,0.0119264926739927,0.0119264926739927,14,12,13,15,0.0202722222222222,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","Acetaldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Acetaldehyde","75-07-0",54,0,54,1,0.01455,0.905686111111111,2.41,0.491688907478521,0.496,0.8,1.464,2.034,"Micrograms/cubic meter (25 C)",0.01455,0.905686111111111,2.41,NA,NA,0.45,"470",7.37880818188789,0.0248,0.0294185185185185,0.0326,0.899448683608059,0.899448683608059,14,12,13,15,0.906407407407407,2.01263580246914,1.99877485246235,2.01423868312757
"2019","410512011","Portland Cully Helensview","Carbonyls","Acetone","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Acetone","67-64-1",54,0,54,1,0.097,2.60925925925926,9.17,1.71723439554776,1.06,2.32,5.231,5.799,"Micrograms/cubic meter (25 C)",0.097,2.60925925925926,9.17,NA,NA,NA,"62000",7.37880818188789,0.165,0.19612962962963,0.217,2.56158630952381,2.56158630952381,14,12,13,15,2.6197962962963,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","Benzaldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Benzaldehyde","100-52-7",54,0,54,2,0.0194,0.0921972222222222,0.25,0.0522318799641674,0.04179,0.07725,0.1639,0.2084,"Micrograms/cubic meter (25 C)",0.0194,0.0921972222222222,0.25,NA,NA,NA,NA,7.37880818188789,0.0331,0.0392203703703704,0.0434,0.0919966620879121,0.0919966620879121,14,12,13,15,0.0928351851851852,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","Butyraldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Butyraldehyde","123-72-8",54,0,54,8,0.0097,0.0949972222222222,0.255,0.0615289695664729,0.01003,0.0849,0.2035,0.2277,"Micrograms/cubic meter (25 C)",0.0097,0.0949972222222222,0.255,NA,NA,NA,NA,7.37880818188789,0.0165,0.019612962962963,0.0217,0.0942771062271062,0.0942771062271062,14,12,13,15,0.0970037037037037,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","Crotonaldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Crotonaldehyde","123-73-9",54,0,54,53,0.01655,0.0200407407407407,0.0436,0.00342292595340008,0.01835,0.019625,0.020895,0.0215,"Micrograms/cubic meter (25 C)",0.01655,0.0200407407407407,0.0436,NA,NA,NA,NA,7.37880818188789,0.0331,0.0392203703703704,0.0434,0.0199681913919414,0.0199681913919414,14,12,13,15,0.0436,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","Formaldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Formaldehyde","50-00-0",54,0,54,1,0.0388,1.60521851851852,4.07,0.860468387823194,0.8087,1.465,2.859,3.247,"Micrograms/cubic meter (25 C)",0.0388,1.60521851851852,4.07,NA,NA,0.2,"49",7.37880818188789,0.0661,0.0784555555555556,0.0869,1.61277074175824,1.61277074175824,14,12,13,15,1.60811111111111,8.02609259259259,8.06385370879121,8.04055555555555
"2019","410512011","Portland Cully Helensview","Carbonyls","Hexaldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Hexaldehyde","66-25-1",54,0,54,3,0.00945,0.0913953703703704,0.274,0.0566455366095579,0.03175,0.07665,0.1781,0.19435,"Micrograms/cubic meter (25 C)",0.00945,0.0913953703703704,0.274,NA,NA,NA,NA,7.37880818188789,0.0165,0.019612962962963,0.0217,0.0919493704212454,0.0919493704212454,14,12,13,15,0.09235,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","Isovaleraldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Isovaleraldehyde","590-86-3",51,0,51,2,0.0189,0.136117647058824,0.322,0.0623599124626786,0.0699,0.121,0.197,0.2735,"Micrograms/cubic meter (25 C)",0.0189,0.136117647058824,0.322,NA,NA,NA,NA,7.19880343441725,0.0331,0.0391117647058824,0.0434,0.13624081959707,0.13624081959707,14,12,13,12,0.137154901960784,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","m-Tolualdehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"m-Tolualdehyde","620-23-5",54,0,54,29,0.00825,0.0206222222222222,0.102,0.0161036960092158,0.009415,0.0104,0.03183,0.044685,"Micrograms/cubic meter (25 C)",0.00825,0.0206222222222222,0.102,NA,NA,NA,NA,7.37880818188789,0.0165,0.019612962962963,0.0217,0.02045475503663,0.02045475503663,14,12,13,15,0.0277851851851852,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","o-Tolualdehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"o-Tolualdehyde","529-20-4",54,0,54,47,0.00825,0.0120092592592593,0.0348,0.00606916171882512,0.00923,0.0099,0.02154,0.028265,"Micrograms/cubic meter (25 C)",0.00825,0.0120092592592593,0.0348,NA,NA,NA,NA,7.37880818188789,0.0165,0.019612962962963,0.0217,0.0118552129120879,0.0118552129120879,14,12,13,15,0.0214962962962963,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","p-Tolualdehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"p-Tolualdehyde","104-87-0",54,0,54,53,0.00825,0.0100564814814815,0.0236,0.00194693872664524,0.0092,0.009825,0.01044,0.01075,"Micrograms/cubic meter (25 C)",0.00825,0.0100564814814815,0.0236,NA,NA,NA,NA,7.37880818188789,0.0165,0.019612962962963,0.0217,0.0100164926739927,0.0100164926739927,14,12,13,15,0.0236,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","Propionaldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Propionaldehyde","123-38-6",54,0,54,0,0.0335,0.166559259259259,0.43,0.0852023485337544,0.09422,0.1405,0.2546,0.3541,"Micrograms/cubic meter (25 C)",0.0335,0.166559259259259,0.43,NA,NA,NA,NA,7.37880818188789,0.0165,0.019612962962963,0.0217,0.165199313186813,0.165199313186813,14,12,13,15,0.166559259259259,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Carbonyls","Valeraldehyde","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Valeraldehyde","110-62-3",54,0,54,1,0.0103,0.0627740740740741,0.152,0.0312532454778711,0.03448,0.0529,0.10357,0.1278,"Micrograms/cubic meter (25 C)",0.0103,0.0627740740740741,0.152,NA,NA,NA,NA,7.37880818188789,0.0165,0.019612962962963,0.0217,0.0633867399267399,0.0633867399267399,14,12,13,15,0.06295,NA,NA,NA
"2019","410512011","Portland Cully Helensview","Metals","Antimony, Total","7","none","Portland Cully Helensview",2019-01-03,2019-12-29,"Antimony, Total","7440-36-0",60,0,60,6,0.2215,0.943916666666667,3.28,0.609633052778102,0.42085,0.8025,1.681,2.062,"Nanograms/cubic meter (LC)",0.0002215,0.000943916666666667,0.00328,NA,NA,NA,"1",7.05953847481022,0.443,0.443266666666667,0.459,0.942437946428571,0.000942437946428571,15,14,16,15,0.000966066666666667,NA,NA,NA
