"year","epa_id","analyte_group","analyte_name_deq","poc","site_name","start_date","end_date","parameter_epa","cas_num","n_submitted","n_void","n_obs","n_below_mdl","min_val","mean_val","max_val","sd_val","q10","q50","q90","q95","unts","mol_wght_g_mol","pah_tox_eq_factor","oregon_abc","hr24_rbc_cao","mdl_min","mdl_mean","mdl_max","quarter_mean_val","nobs_q1","nobs_q2","nobs_q3","nobs_q4","km_mean","mean_ug_m3","max_ug_m3"
"2019","410292129","Metals","Cadmium, Total","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Cadmium, Total","7440-43-9",59,0,59,49,0.0375,0.0704152542372881,0.388,0.0725682884422269,0.0445,0.0445,0.1338,0.2216,"Nanograms/cubic meter (LC)",NA,NA,"6e-04","0.03",0.075,0.0887627118644068,0.089,0.0701044070512821,13,15,16,15,0.109152542372881,7.04152542372881e-05,0.000388
"2019","410292129","Metals","Chromium, Total","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Chromium, Total","7440-47-3",59,0,59,59,1.87,2.20915254237288,2.215,0.0449151742883842,2.215,2.215,2.215,2.215,"Nanograms/cubic meter (LC)",NA,NA,NA,NA,3.74,4.41830508474576,4.43,2.209609375,13,15,16,15,0,0.00220915254237288,0.002215
"2019","410292129","Metals","Cobalt, Total","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Cobalt, Total","7440-48-4",59,0,59,29,0.0375,0.109330508474576,0.348,0.0790390349965463,0.0445,0.094,0.232,0.2444,"Nanograms/cubic meter (LC)",NA,NA,"0.1",NA,0.075,0.0887627118644068,0.089,0.108482852564103,13,15,16,15,0.133779661016949,0.000109330508474576,0.000348
"2019","410292129","Metals","Hexavalent Chromium [Cr(VI)]","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Hexavalent Chromium [Cr(VI)]","18540-29-9",50,0,50,47,1e-05,0.0102502,0.029,0.00406307438137323,0.0095,0.0095,0.0095,0.0166,"Nanograms/cubic meter (LC)",NA,NA,"8e-05","0.3",2e-05,0.0186404,0.02,0.0103089204545455,12,14,13,11,0.02218,1.02502e-05,2.9e-05
"2019","410292129","Metals","Lead, Total","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Lead, Total","7439-92-1",59,0,59,5,0.2215,1.61317796610169,7.64,1.36934416331673,0.5302,1.21,2.848,4.116,"Nanograms/cubic meter (LC)",NA,NA,"0.15","0.15",0.374,0.441830508474576,0.443,1.61306189903846,13,15,16,15,1.63669491525424,0.00161317796610169,0.00764
"2019","410292129","Metals","Manganese, Total","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Manganese, Total","7439-96-5",59,0,59,0,1.1,6.52033898305085,66.4,8.66396161796623,1.634,4.62,11.2,13.11,"Nanograms/cubic meter (LC)",NA,NA,"0.09","0.3",0.748,0.882677966101695,0.885,6.42595032051282,13,15,16,15,6.52033898305084,0.00652033898305085,0.0664
"2019","410292129","Metals","Nickel, Total","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Nickel, Total","7440-02-0",59,0,59,57,0.374,0.463050847457627,1.2,0.119455145777475,0.4425,0.4425,0.4425,0.4425,"Nanograms/cubic meter (LC)",NA,NA,"0.004","0.2",0.748,0.882677966101695,0.885,0.463332932692308,13,15,16,15,0.969966101694915,0.000463050847457627,0.0012
"2019","410292129","Metals","Selenium, Total","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Selenium, Total","7782-49-2",59,0,59,50,0.0375,0.0550169491525424,0.146,0.0264319174389103,0.0445,0.0445,0.0972,0.1231,"Nanograms/cubic meter (LC)",NA,NA,NA,"2",0.075,0.0887627118644068,0.089,0.0546976762820513,13,15,16,15,0.0928474576271186,5.50169491525424e-05,0.000146
"2019","410292129","PAHs","Acenaphthene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Acenaphthene","83-32-9",46,0,46,0,0.02,1.54695652173913,3.62,0.783342892325271,0.63,1.6,2.42,2.7975,"Nanograms/cubic meter (25 C)",NA,NA,"0.002",NA,0.005,0.447717391304348,0.48,1.49492467948718,8,10,15,13,1.54695652173913,0.00154695652173913,0.00362
"2019","410292129","PAHs","Acenaphthylene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Acenaphthylene","208-96-8",46,0,46,26,0.0025,2.44222826086957,19.7,4.32403496710412,0.23,0.24,7.67,12.55,"Nanograms/cubic meter (25 C)",NA,NA,NA,NA,0.005,0.447717391304348,0.48,2.64251602564103,8,10,15,13,2.59739130434782,0.00244222826086956,0.0197
"2019","410292129","PAHs","Anthracene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Anthracene","120-12-7",46,0,46,33,0.0025,0.526467391304348,3.07,0.633773657478002,0.225,0.235,1.245,1.7975,"Nanograms/cubic meter (25 C)",NA,"0",NA,NA,0.005,0.447717391304348,0.48,0.558692307692308,8,10,15,13,0.70891304347826,0.000526467391304348,0.00307
"2019","410292129","PAHs","Benzo(a)anthracene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Benzo(a)anthracene","56-55-3",46,0,46,38,0.0025,0.399076086956522,2.91,0.510132705690842,0.2225,0.235,0.775,1.2225,"Nanograms/cubic meter (25 C)",NA,"0.2",NA,NA,0.005,0.447717391304348,0.48,0.433680288461538,8,10,15,13,0.617826086956522,0.000399076086956522,0.00291
"2019","410292129","PAHs","Benzo(a)pyrene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Benzo(a)pyrene","50-32-8",46,0,46,34,0.0025,0.439402173913043,2.82,0.528746732267972,0.2225,0.235,0.83,1.375,"Nanograms/cubic meter (25 C)",NA,"1",NA,"0.002",0.005,0.447717391304348,0.48,0.473860576923077,8,10,15,13,0.612826086956522,0.000439402173913044,0.00282
"2019","410292129","PAHs","Benzo(b)fluoranthene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Benzo(b)fluoranthene","205-99-2",46,0,46,32,0.0025,0.56875,2.57,0.639836513407049,0.2275,0.235,1.565,2.075,"Nanograms/cubic meter (25 C)",NA,"0.8",NA,NA,0.005,0.447717391304348,0.48,0.584918269230769,8,10,15,13,0.808260869565217,0.00056875,0.00257
"2019","410292129","PAHs","Benzo(e)pyrene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Benzo(e)pyrene","192-97-2",46,0,46,37,0.0025,0.352445652173913,1.83,0.332525057172152,0.2225,0.235,0.675,0.94,"Nanograms/cubic meter (25 C)",NA,NA,NA,NA,0.005,0.447717391304348,0.48,0.372478365384615,8,10,15,13,0.525217391304348,0.000352445652173913,0.00183
"2019","410292129","PAHs","Benzo(g,h,i)perylene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Benzo(g,h,i)perylene","191-24-2",46,0,46,33,0.0025,0.402989130434783,1.96,0.371163942350883,0.225,0.235,0.85,0.975,"Nanograms/cubic meter (25 C)",NA,"0.009",NA,NA,0.005,0.447717391304348,0.48,0.420194711538462,8,10,15,13,0.564130434782609,0.000402989130434783,0.00196
"2019","410292129","PAHs","Benzo(k)fluoranthene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Benzo(k)fluoranthene","207-08-9",46,0,46,40,0.0025,0.346684782608696,2.76,0.459847213257907,0.22,0.2325,0.495,0.59,"Nanograms/cubic meter (25 C)",NA,"0.03",NA,NA,0.005,0.447717391304348,0.48,0.388716346153846,8,10,15,13,0.568260869565217,0.000346684782608696,0.00276
"2019","410292129","PAHs","Chrysene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Chrysene","218-01-9",46,0,46,34,0.0025,0.485489130434783,3.48,0.639808482534947,0.225,0.235,1.035,1.5375,"Nanograms/cubic meter (25 C)",NA,"0.1",NA,NA,0.005,0.447717391304348,0.48,0.527850961538462,8,10,15,13,0.680869565217391,0.000485489130434783,0.00348
"2019","410292129","PAHs","Coronene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Coronene","191-07-1",46,0,46,40,0.0025,0.279728260869565,1.1,0.166354898619445,0.22,0.2325,0.51,0.53,"Nanograms/cubic meter (25 C)",NA,NA,NA,NA,0.005,0.447717391304348,0.48,0.290002403846154,8,10,15,13,0.518913043478261,0.000279728260869565,0.0011
"2019","410292129","PAHs","Dibenzo(a,h)anthracene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Dibenzo(a,h)anthracene","53-70-3",46,0,46,45,0.0025,0.228532608695652,0.42,0.0447976192539431,0.22,0.23,0.24,0.24,"Nanograms/cubic meter (25 C)",NA,"10",NA,NA,0.005,0.447717391304348,0.48,0.230771634615385,8,10,15,13,0.42,0.000228532608695652,0.00042
"2019","410292129","PAHs","Dibenzofuran","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Dibenzofuran","132-64-9",46,0,46,0,0.02,3.69086956521739,12.1,2.55045166029423,1.505,2.98,7.14,8.8625,"Nanograms/cubic meter (25 C)",NA,NA,NA,NA,0.005,0.447717391304348,0.48,3.80004166666667,8,10,15,13,3.69086956521739,0.00369086956521739,0.0121
"2019","410292129","PAHs","Dibenzothiophene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Dibenzothiophene","132-65-0",46,0,46,44,0.0025,0.242880434782609,0.75,0.0957745724073293,0.22,0.23,0.24,0.24,"Nanograms/cubic meter (25 C)",NA,NA,NA,NA,0.005,0.447717391304348,0.48,0.251396634615385,8,10,15,13,0.544565217391304,0.000242880434782609,0.00075
"2019","410292129","PAHs","Fluoranthene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Fluoranthene","206-44-0",46,0,46,0,0.008,1.42126086956522,5.86,1.04610782182298,0.595,1.1,2.485,3.07,"Nanograms/cubic meter (25 C)",NA,"0.08",NA,NA,0.005,0.447717391304348,0.48,1.49027596153846,8,10,15,13,1.42126086956522,0.00142126086956522,0.00586
"2019","410292129","PAHs","Fluorene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Fluorene","86-73-7",46,0,46,0,0.02,2.23869565217391,6.65,1.29569305126322,1.08,1.915,3.58,4.6525,"Nanograms/cubic meter (25 C)",NA,NA,NA,NA,0.005,0.447717391304348,0.48,2.28056730769231,8,10,15,13,2.23869565217391,0.00223869565217391,0.00665
"2019","410292129","PAHs","Indeno(1,2,3-cd)pyrene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Indeno(1,2,3-cd)pyrene","193-39-5",46,0,46,31,0.0025,0.478967391304348,2.55,0.494825607912906,0.23,0.235,1.04,1.295,"Nanograms/cubic meter (25 C)",NA,"0.07",NA,NA,0.005,0.447717391304348,0.48,0.507177884615385,8,10,15,13,0.623260869565217,0.000478967391304348,0.00255
"2019","410292129","PAHs","Naphthalene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Naphthalene","91-20-3",46,0,46,0,0.36,50.71,149,39.4081410089055,16.75,34.45,124,127.75,"Nanograms/cubic meter (25 C)",NA,NA,"0.03","200",0.02,5.88413043478261,20.4,51.3999583333333,8,10,15,13,50.71,0.05071,0.149
"2019","410292129","PAHs","Perylene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Perylene","198-55-0",46,0,46,45,0.0025,0.228532608695652,0.42,0.0447976192539431,0.22,0.23,0.24,0.24,"Nanograms/cubic meter (25 C)",NA,NA,NA,NA,0.005,0.447717391304348,0.48,0.230771634615385,8,10,15,13,0.42,0.000228532608695652,0.00042
"2019","410292129","PAHs","Phenanthrene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Phenanthrene","85-01-8",46,0,46,0,0.03,5.28608695652174,18.4,3.39883802252794,2.55,4.53,8.94,11.2275,"Nanograms/cubic meter (25 C)",NA,"0",NA,NA,0.005,0.447717391304348,0.48,5.4598141025641,8,10,15,13,5.28608695652174,0.00528608695652174,0.0184
"2019","410292129","PAHs","Pyrene","7","Medford - Welch & Jackson",2019-01-03,2019-12-29,"Pyrene","129-00-0",46,0,46,8,0.005,1.06684782608696,5.43,1.03679278905653,0.2325,0.665,2.225,2.8,"Nanograms/cubic meter (25 C)",NA,"0",NA,NA,0.005,0.447717391304348,0.48,1.13883974358974,8,10,15,13,1.02728260869565,0.00106684782608696,0.00543
"2019","410292129","VOCs","1,1-Dichloroethane","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,1-Dichloroethane","75-34-3",35,0,35,35,0.0015,0.00955714285714286,0.025,0.0113174588114815,0.0015,0.0015,0.025,0.025,"Parts per billion",98.95999908,NA,NA,NA,0.003,0.0191142857142857,0.05,0.0137395833333333,3,8,12,12,0,0.0386589236184636,0.101125734427969
"2019","410292129","VOCs","1,1-Dichloroethylene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,1-Dichloroethylene","75-35-4",35,0,35,35,0.005,0.0118571428571429,0.025,0.00963187983955871,0.005,0.005,0.025,0.025,"Parts per billion",96.94300079,NA,NA,"200",0.01,0.0237142857142857,0.05,0.0154166666666667,3,8,12,12,0,0.0469849218284668,0.0990645942166468
"2019","410292129","VOCs","1,1,1-Trichloroethane","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,1,1-Trichloroethane","71-55-6",35,0,35,35,0.01,0.0151428571428571,0.025,0.00722390987966903,0.01,0.01,0.025,0.025,"Parts per billion",133.4100037,NA,"5000","11000",0.02,0.0302857142857143,0.05,0.0178125,3,8,12,12,0,0.0825768322750971,0.136329675925868
"2019","410292129","VOCs","1,1,2-Trichloroethane","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,1,2-Trichloroethane","79-00-5",30,0,30,30,0.0025,0.01375,0.025,0.00979861883300309,0.0025,0.01,0.025,0.025,"Parts per billion",133.4100037,NA,NA,NA,0.005,0.0275,0.05,0.0161875,3,8,10,9,0,0.0749813217592273,0.136329675925868
"2019","410292129","VOCs","1,1,2,2-Tetrachloroethane","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,1,2,2-Tetrachloroethane","79-34-5",35,0,35,35,0.005,0.0126428571428571,0.025,0.00911412238730402,0.005,0.0075,0.025,0.025,"Parts per billion",167.8500061,NA,NA,NA,0.01,0.0252857142857143,0.05,0.0159895833333333,3,8,12,12,0,0.0867418318459797,0.17152339630561
"2019","410292129","VOCs","1,2-Dibromoethane (EDB)","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,2-Dibromoethane (EDB)","106-93-4",32,0,32,32,0.005,0.0159375,0.025,0.00817524785063761,0.005,0.015,0.025,0.025,"Parts per billion",187.8600006,NA,NA,NA,0.01,0.031875,0.05,0.018,3,8,10,11,0,0.122381709283207,0.191971308679541
"2019","410292129","VOCs","1,2-Dichlorobenzene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,2-Dichlorobenzene","95-50-1",31,0,31,29,0.02,0.0329548387096774,0.05,0.0146772122400606,0.02,0.02,0.05,0.05,"Parts per billion",147.0019989,NA,NA,NA,0.04,0.0632258064516129,0.1,0.03679,3,8,10,10,0.0408,0.198017889802507,0.300438262719151
"2019","410292129","VOCs","1,2-Dichloroethane (EDC)","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,2-Dichloroethane (EDC)","107-06-2",35,0,35,12,0.015,0.0233085714285714,0.038,0.00500537190418051,0.01748,0.025,0.02648,0.03304,"Parts per billion",98.95999908,NA,NA,NA,0.01,0.0237142857142857,0.05,0.0237666666666667,3,8,12,12,0.01988,0.0942838561672426,0.153711116330513
"2019","410292129","VOCs","1,2-Dichloropropane","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,2-Dichloropropane","78-87-5",35,0,35,34,0.01,0.01548,0.025,0.00725213153250173,0.01,0.01,0.025,0.025,"Parts per billion",112.9899979,NA,NA,"230",0.02,0.0302857142857143,0.05,0.0180583333333333,3,8,12,12,0.0218,0.0714945528634077,0.11546277917217
"2019","410292129","VOCs","1,2-Dimethylbenzene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,2-Dimethylbenzene","95-47-6",34,0,34,9,0.025,0.127835294117647,0.439,0.093980387645679,0.025,0.1195,0.2561,0.2742,"Parts per billion",106.1699982,NA,NA,"8700",0.02,0.0597058823529412,0.1,0.107077935606061,3,8,11,12,0.132994117647059,0.554772062375902,1.90514628267594
"2019","410292129","VOCs","1,2,4-Trichlorobenzene","7","Medford - Welch & Jackson",2019-03-22,2019-12-29,"1,2,4-Trichlorobenzene","120-82-1",31,0,31,31,0.04,0.0587096774193548,0.1,0.0277779211465834,0.04,0.04,0.1,0.1,"Parts per billion",181.4499969,NA,NA,NA,0.08,0.11741935483871,0.2,0.0720833333333333,2,6,12,11,0,0.435440336293265,0.741684089290726
"2019","410292129","VOCs","1,2,4-Trimethylbenzene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,2,4-Trimethylbenzene","95-63-6",35,0,35,9,0.03,0.15372,0.695,0.149699763841222,0.03,0.111,0.3696,0.434,"Parts per billion",120.1999969,NA,NA,NA,0.02,0.0468571428571429,0.12,0.12743125,3,8,12,12,0.159025714285714,0.755260600773116,3.41468980963645
"2019","410292129","VOCs","1,3-Butadiene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,3-Butadiene","106-99-0",35,0,35,11,0.0135,0.0504342857142857,0.202,0.0500565970433771,0.01946,0.0258,0.1288,0.1546,"Parts per billion",54.09000015,NA,"0.03","660",0.01,0.0202857142857143,0.04,0.0445229166666667,3,8,12,12,0.0483914285714286,0.111507699110503,0.446611960520765
"2019","410292129","VOCs","1,3-Dichlorobenzene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,3-Dichlorobenzene","541-73-1",34,0,34,29,0.025,0.0372382352941176,0.107,0.0210387667386269,0.025,0.025,0.0742,0.076735,"Parts per billion",147.0019989,NA,NA,NA,0.05,0.0598235294117647,0.102,0.0340638257575758,3,8,12,11,0.0747235294117647,0.223755814369834,0.642937882218984
"2019","410292129","VOCs","1,3,5-Trimethylbenzene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,3,5-Trimethylbenzene","108-67-8",28,0,28,17,0.01,0.0491535714285714,0.139,0.0341014877718549,0.025,0.025,0.09977,0.1086,"Parts per billion",120.1900024,NA,NA,NA,0.02,0.0482142857142857,0.1,0.0451223484848485,3,8,6,11,0.0599857142857143,0.24148236460484,0.68288117637291
"2019","410292129","VOCs","1,4-Dichlorobenzene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,4-Dichlorobenzene","106-46-7",31,0,31,24,0.025,0.0343516129032258,0.0798,0.0159712005595017,0.025,0.025,0.0614,0.0658,"Parts per billion",147.0019989,NA,"0.09","12000",0.05,0.0532258064516129,0.06,0.0322475,3,8,10,10,0.0548290322580645,0.206410778044919,0.479499467299766
"2019","410292129","VOCs","1,4-Dimethylbenzene + 1,3-Dimethylbenzene","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,4-Dimethylbenzene + 1,3-Dimethylbenzene","108-38-3",35,0,35,0,0.118,0.367714285714286,1.35,0.262713954423322,0.1438,0.29,0.6968,0.8087,"Parts per billion",106.1699982,NA,NA,"8700",0.05,0.0928571428571429,0.1,0.317447916666667,3,8,12,12,0.367714285714286,1.59578474832668,5.85865029980074
"2019","410292129","VOCs","1,4-Dioxane","7","Medford - Welch & Jackson",2019-03-10,2019-12-29,"1,4-Dioxane","123-91-1",35,0,35,35,0.01,0.0237142857142857,0.05,0.0192637596791174,0.01,0.01,0.05,0.05,"Parts per billion",88.11000061,NA,NA,"7200",0.02,0.0474285714285714,0.1,0.0308333333333333,3,8,12,12,0,0.0854077438748739,0.180076568410879
