"epa_id","date","poc","pm_site_epa_id","pm25","pm_nobs","year","month","day","wildfire_impact","proc_date","database","status"
410170123,2017-05-29,3,410170120,3.75416666666667,24,2017,5,29,"none","20220427","aqs","final"
410170123,2017-05-30,3,410170120,3.79166666666667,24,2017,5,30,"none","20220427","aqs","final"
410170123,2017-05-31,3,410170120,2.80416666666667,24,2017,5,31,"none","20220427","aqs","final"
410170123,2017-06-01,3,410170120,2.12083333333333,24,2017,6,1,"none","20220427","aqs","final"
410170123,2017-06-02,3,410170120,2.15,24,2017,6,2,"none","20220427","aqs","final"
410170123,2017-06-03,3,410170120,2.99583333333333,24,2017,6,3,"none","20220427","aqs","final"
410170123,2017-06-04,3,410170120,3.07916666666667,24,2017,6,4,"none","20220427","aqs","final"
410170123,2017-06-05,3,410170120,2.9125,24,2017,6,5,"none","20220427","aqs","final"
410170123,2017-06-06,3,410170120,4.0375,24,2017,6,6,"none","20220427","aqs","final"
410170123,2017-06-07,3,410170120,4.8695652173913,23,2017,6,7,"none","20220427","aqs","final"
410170123,2017-06-08,3,410170120,2.275,24,2017,6,8,"none","20220427","aqs","final"
410170123,2017-06-09,3,410170120,1.76666666666667,24,2017,6,9,"none","20220427","aqs","final"
410170123,2017-06-10,3,410170120,1.775,24,2017,6,10,"none","20220427","aqs","final"
410170123,2017-06-11,3,410170120,1.70833333333333,24,2017,6,11,"none","20220427","aqs","final"
410170123,2017-06-12,3,410170120,1.5625,24,2017,6,12,"none","20220427","aqs","final"
410170123,2017-06-13,3,410170120,1.59166666666667,24,2017,6,13,"none","20220427","aqs","final"
410170123,2017-06-14,3,410170120,1.9875,24,2017,6,14,"none","20220427","aqs","final"
410170123,2017-06-15,3,410170120,1.44583333333333,24,2017,6,15,"none","20220427","aqs","final"
410170123,2017-06-16,3,410170120,1.7875,24,2017,6,16,"none","20220427","aqs","final"
410170123,2017-06-17,3,410170120,1.7,24,2017,6,17,"none","20220427","aqs","final"
410170123,2017-06-18,3,410170120,1.55833333333333,24,2017,6,18,"none","20220427","aqs","final"
410170123,2017-06-19,3,410170120,2.2,24,2017,6,19,"none","20220427","aqs","final"
410170123,2017-06-20,3,410170120,2.0875,24,2017,6,20,"none","20220427","aqs","final"
410170123,2017-06-21,3,410170120,1.8125,24,2017,6,21,"none","20220427","aqs","final"
410170123,2017-06-22,3,410170120,2.18947368421053,19,2017,6,22,"none","20220427","aqs","final"
410170123,2017-06-23,3,410170120,NA,0,2017,6,23,"none","20220427","aqs","final"
410170123,2017-06-24,3,410170120,NA,0,2017,6,24,"none","20220427","aqs","final"
410170123,2017-06-25,3,410170120,NA,0,2017,6,25,"none","20220427","aqs","final"
410170123,2017-06-26,3,410170120,NA,0,2017,6,26,"none","20220427","aqs","final"
410170123,2017-06-27,3,410170120,NA,0,2017,6,27,"none","20220427","aqs","final"
410170123,2017-06-28,3,410170120,NA,0,2017,6,28,"none","20220427","aqs","final"
410170123,2017-06-29,3,410170120,NA,10,2017,6,29,"none","20220427","aqs","final"
410170123,2017-06-30,3,410170120,4.37083333333333,24,2017,6,30,"none","20220427","aqs","final"
410170123,2017-07-01,3,410170120,6.15833333333333,24,2017,7,1,"none","20220427","aqs","final"
410170123,2017-07-02,3,410170120,3.51666666666667,24,2017,7,2,"none","20220427","aqs","final"
410170123,2017-07-03,3,410170120,3.47916666666667,24,2017,7,3,"none","20220427","aqs","final"
410170123,2017-07-04,3,410170120,7.35416666666667,24,2017,7,4,"none","20220427","aqs","final"
410170123,2017-07-05,3,410170120,5.05833333333333,24,2017,7,5,"none","20220427","aqs","final"
410170123,2017-07-06,3,410170120,5.475,24,2017,7,6,"none","20220427","aqs","final"
410170123,2017-07-07,3,410170120,3.9375,24,2017,7,7,"none","20220427","aqs","final"
410170123,2017-07-08,3,410170120,4.16666666666667,24,2017,7,8,"none","20220427","aqs","final"
410170123,2017-07-09,3,410170120,3.65,24,2017,7,9,"none","20220427","aqs","final"
410170123,2017-07-10,3,410170120,2.35,24,2017,7,10,"none","20220427","aqs","final"
410170123,2017-07-11,3,410170120,2.725,24,2017,7,11,"none","20220427","aqs","final"
410170123,2017-07-12,3,410170120,3.72916666666667,24,2017,7,12,"none","20220427","aqs","final"
410170123,2017-07-13,3,410170120,4.56666666666667,24,2017,7,13,"none","20220427","aqs","final"
410170123,2017-07-14,3,410170120,5.17083333333333,24,2017,7,14,"none","20220427","aqs","final"
410170123,2017-07-15,3,410170120,5.2,24,2017,7,15,"none","20220427","aqs","final"
410170123,2017-07-16,3,410170120,4.17916666666667,24,2017,7,16,"none","20220427","aqs","final"
410170123,2017-07-17,3,410170120,3.05,24,2017,7,17,"none","20220427","aqs","final"
410170123,2017-07-18,3,410170120,4.14166666666667,24,2017,7,18,"none","20220427","aqs","final"
410170123,2017-07-19,3,410170120,5.2875,24,2017,7,19,"none","20220427","aqs","final"
410170123,2017-07-20,3,410170120,3.22916666666667,24,2017,7,20,"none","20220427","aqs","final"
410170123,2017-07-21,3,410170120,3.5,24,2017,7,21,"none","20220427","aqs","final"
410170123,2017-07-22,3,410170120,3.66666666666667,24,2017,7,22,"none","20220427","aqs","final"
410170123,2017-07-23,3,410170120,3.33333333333333,24,2017,7,23,"none","20220427","aqs","final"
410170123,2017-07-24,3,410170120,3.48333333333333,24,2017,7,24,"none","20220427","aqs","final"
410170123,2017-07-25,3,410170120,4.8625,24,2017,7,25,"none","20220427","aqs","final"
410170123,2017-07-26,3,410170120,6.125,24,2017,7,26,"none","20220427","aqs","final"
410170123,2017-07-27,3,410170120,4.04583333333333,24,2017,7,27,"none","20220427","aqs","final"
410170123,2017-07-28,3,410170120,4.99166666666667,24,2017,7,28,"none","20220427","aqs","final"
410170123,2017-07-29,3,410170120,4.36666666666667,24,2017,7,29,"none","20220427","aqs","final"
410170123,2017-07-30,3,410170120,3.475,24,2017,7,30,"none","20220427","aqs","final"
410170123,2017-07-31,3,410170120,4.55833333333333,24,2017,7,31,"none","20220427","aqs","final"
410170123,2017-08-01,3,410170120,4.75416666666667,24,2017,8,1,"none","20220427","aqs","final"
410170123,2017-08-02,3,410170120,18.8333333333333,24,2017,8,2,"none","20220427","aqs","final"
410170123,2017-08-03,3,410170120,32.3833333333333,24,2017,8,3,"wildfire","20220427","aqs","final"
410170123,2017-08-04,3,410170120,25.7166666666667,24,2017,8,4,"wildfire","20220427","aqs","final"
410170123,2017-08-05,3,410170120,10.6125,24,2017,8,5,"none","20220427","aqs","final"
410170123,2017-08-06,3,410170120,16.7291666666667,24,2017,8,6,"none","20220427","aqs","final"
410170123,2017-08-07,3,410170120,24.1166666666667,24,2017,8,7,"none","20220427","aqs","final"
410170123,2017-08-08,3,410170120,24.0208333333333,24,2017,8,8,"none","20220427","aqs","final"
410170123,2017-08-09,3,410170120,27.1583333333333,24,2017,8,9,"wildfire","20220427","aqs","final"
410170123,2017-08-10,3,410170120,27.0083333333333,24,2017,8,10,"wildfire","20220427","aqs","final"
410170123,2017-08-11,3,410170120,17.1791666666667,24,2017,8,11,"none","20220427","aqs","final"
410170123,2017-08-12,3,410170120,42.0375,24,2017,8,12,"wildfire","20220427","aqs","final"
410170123,2017-08-13,3,410170120,27.1,24,2017,8,13,"wildfire","20220427","aqs","final"
410170123,2017-08-14,3,410170120,15.175,24,2017,8,14,"none","20220427","aqs","final"
410170123,2017-08-15,3,410170120,8.95,24,2017,8,15,"none","20220427","aqs","final"
410170123,2017-08-16,3,410170120,13.9666666666667,24,2017,8,16,"none","20220427","aqs","final"
410170123,2017-08-17,3,410170120,19.3541666666667,24,2017,8,17,"none","20220427","aqs","final"
410170123,2017-08-18,3,410170120,32.0583333333333,24,2017,8,18,"wildfire","20220427","aqs","final"
410170123,2017-08-19,3,410170120,19.8083333333333,24,2017,8,19,"none","20220427","aqs","final"
410170123,2017-08-20,3,410170120,14.275,24,2017,8,20,"none","20220427","aqs","final"
410170123,2017-08-21,3,410170120,10.2541666666667,24,2017,8,21,"none","20220427","aqs","final"
410170123,2017-08-22,3,410170120,46.3625,24,2017,8,22,"wildfire","20220427","aqs","final"
410170123,2017-08-23,3,410170120,79.925,24,2017,8,23,"wildfire","20220427","aqs","final"
410170123,2017-08-24,3,410170120,41.6833333333333,24,2017,8,24,"wildfire","20220427","aqs","final"
410170123,2017-08-25,3,410170120,18.475,24,2017,8,25,"none","20220427","aqs","final"
410170123,2017-08-26,3,410170120,18.2166666666667,24,2017,8,26,"none","20220427","aqs","final"
410170123,2017-08-27,3,410170120,24.8208333333333,24,2017,8,27,"none","20220427","aqs","final"
410170123,2017-08-28,3,410170120,48.875,24,2017,8,28,"wildfire","20220427","aqs","final"
410170123,2017-08-29,3,410170120,139.64347826087,23,2017,8,29,"wildfire","20220427","aqs","final"
410170123,2017-08-30,3,410170120,165.970833333333,24,2017,8,30,"wildfire","20220427","aqs","final"
410170123,2017-08-31,3,410170120,79.3333333333333,24,2017,8,31,"wildfire","20220427","aqs","final"
410170123,2017-09-01,3,410170120,29.3833333333333,24,2017,9,1,"wildfire","20220427","aqs","final"
410170123,2017-09-02,3,410170120,76.1833333333333,24,2017,9,2,"wildfire","20220427","aqs","final"
410170123,2017-09-03,3,410170120,181.175,24,2017,9,3,"wildfire","20220427","aqs","final"
410170123,2017-09-04,3,410170120,119.266666666667,24,2017,9,4,"wildfire","20220427","aqs","final"
